"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"13","CA6","OID21096","P23280","Neurology","Timepoint",3,4.716993399375,1.572331133125,10.5273727368957,9.24942896991117e-05,0.010473199572084,"Significant","Tissue enriched: salivary gland","Carbonic anhydrase 6","Tissue_enriched_salivary_gland"
"14","MMP7","OID20087","P09237","Cardiometabolic","Timepoint",3,14.5215619517204,4.84052065057347,10.3780567317751,0.0001022947472042,0.0107555619917559,"Significant","Tissue enhanced: gallbladder, salivary gland, urinary bladder","Matrilysin","Tissue_enhanced_gallbladder_salivary_gland_urinary_bladder"
"15","SIT1","OID20462","Q9Y3P8","Inflammation","Timepoint",3,6.46789959293011,2.1559665309767,10.0315265234043,0.000129599908778802,0.0122703727881191,"Significant","Tissue enriched: lymphoid tissue","Signaling threshold-regulating transmembrane adapter 1","Tissue_enriched_lymphoid_tissue"
"16","TNC","OID20359","P24821","Cardiometabolic","Timepoint",3,19.102584459496,6.36752815316532,9.98988866558986,0.000133373617262164,0.0122703727881191,"Significant","Tissue enhanced: lymphoid tissue, smooth muscle","Tenascin","Tissue_enhanced_lymphoid_tissue_smooth_muscle"
"17","CCL13","OID20655","Q99616","Inflammation","Timepoint",3,8.43994731302419,2.81331577100806,9.8352495275659,0.000148454013612381,0.012854371061025,"Significant","Tissue enhanced: intestine, urinary bladder","C-C motif chemokine 13","Tissue_enhanced_intestine_urinary_bladder"
"18","DSC2","OID21079","Q02487","Neurology","Timepoint",3,9.79625801492607,3.26541933830869,9.66109593782506,0.000167655798433719,0.0129889123839176,"Significant","Tissue enhanced: esophagus, vagina","Desmocollin-2","Tissue_enhanced_esophagus_vagina"
"19","SORT1","OID20213","Q99523","Cardiometabolic","Timepoint",3,9.75558927183467,3.25186309061156,9.70203088461026,0.000162914574292529,0.0129889123839176,"Significant","Tissue enhanced: brain","Sortilin","Tissue_enhanced_brain"
"20","SPARC","OID21511","P09486","Oncology","Timepoint",3,23.1966528685551,7.7322176228517,9.38430114357967,0.000203865545313204,0.0150045041350518,"Significant","Tissue enhanced: placenta","SPARC","Tissue_enhanced_placenta"
"21","CPXM1","OID21479","Q96SM3","Oncology","Timepoint",3,5.18044633917339,1.72681544639113,9.25939266371037,0.000222875624290789,0.0156225199502877,"Significant","Tissue enhanced: gallbladder","Probable carboxypeptidase X1","Tissue_enhanced_gallbladder"
"22","CDCP1","OID20940","Q9H5V8","Neurology","Timepoint",3,14.7647042574798,4.92156808582661,8.93626451957297,0.00028144308047976,0.0188311006575549,"Significant","Tissue enhanced: esophagus","CUB domain-containing protein 1","Tissue_enhanced_esophagus"
"23","MMP1","OID20672","P03956","Inflammation","Timepoint",3,47.4824909794019,15.827496993134,8.78452083745123,0.000314460888205767,0.0201254968451691,"Significant","Tissue enhanced: gallbladder, stomach 1, urinary bladder","Interstitial collagenase","Tissue_enhanced_gallbladder_stomach_1_urinary_bladder"
"24","VTCN1","OID21164","Q7Z7D3","Oncology","Timepoint",3,2.28223328385753,0.760744427952509,8.71952133119981,0.000329853108927215,0.0202309906808692,"Significant","Tissue enhanced: breast, fallopian tube, pancreas","V-set domain-containing T-cell activation inhibitor 1","Tissue_enhanced_breast_fallopian_tube_pancreas"
"25","MATN2","OID20767","O00339","Inflammation","Timepoint",3,7.35961960192204,2.45320653397401,8.48475150851906,0.00039253448162827,0.0231124302782726,"Significant","Low tissue specificity","Matrilin-2","Low_tissue_specificity"
"26","HS6ST1","OID21441","O60243","Oncology","Timepoint",3,13.3128400447043,4.43761334823477,8.42869350761255,0.000409316351812609,0.0231736026872369,"Significant","Low tissue specificity","Heparan-sulfate 6-O-sulfotransferase 1","Low_tissue_specificity"
"27","CPA2","OID21060","P48052","Neurology","Timepoint",3,34.139985785746,11.3799952619153,8.22767975897411,0.000476106665577016,0.0250296075617631,"Significant","Tissue enriched: pancreas","Carboxypeptidase A2","Tissue_enriched_pancreas"
"28","SELP","OID20379","P16109","Cardiometabolic","Timepoint",3,19.6850879610753,6.56169598702509,8.24744263384243,0.000469049657768077,0.0250296075617631,"Significant","Low tissue specificity","P-selectin","Low_tissue_specificity"
"29","CLSTN2","OID20664","Q9H4D0","Inflammation","Timepoint",3,5.34435776534274,1.78145258844758,8.09141314821905,0.000527971801643359,0.0259058164006341,"Significant","Group enriched: adipose tissue, brain, ovary","Calsyntenin-2","Group_enriched_adipose_tissue_brain_ovary"
"30","UXS1","OID21189","Q8NBZ7","Oncology","Timepoint",3,8.13484918676075,2.71161639558692,8.11852528338362,0.00051718934047783,0.0259058164006341,"Significant","Low tissue specificity","UDP-glucuronic acid decarboxylase 1","Low_tissue_specificity"
"31","HAVCR1","OID21422","Q96D42","Oncology","Timepoint",3,30.400210884375,10.133403628125,7.96534620271058,0.00058136970316002,0.0276056839694048,"Significant","Group enriched: intestine, kidney","Hepatitis A virus cellular receptor 1","Group_enriched_intestine_kidney"
"32","BAIAP2","OID21250","Q9UQB8","Oncology","Timepoint",3,34.0542132892002,11.3514044297334,7.75168583135741,0.000685531446748144,0.0298316369191363,"Significant","Low tissue specificity","Brain-specific angiogenesis inhibitor 1-associated protein 2","Low_tissue_specificity"
"33","FCRL5","OID21111","Q96RD9","Neurology","Timepoint",3,14.8699646698857,4.95665488996192,7.76825828388328,0.000676777080928386,0.0298316369191363,"Significant","Tissue enriched: lymphoid tissue","Fc receptor-like protein 5","Tissue_enriched_lymphoid_tissue"
"34","GP1BA","OID20381","P07359","Cardiometabolic","Timepoint",3,10.1086218349597,3.36954061165322,7.74509634002494,0.000689045961447441,0.0298316369191363,"Significant","Tissue enhanced: bone marrow, lymphoid tissue","Platelet glycoprotein Ib alpha chain","Tissue_enhanced_bone_marrow_lymphoid_tissue"
"35","ITGA11","OID20581","Q9UKX5","Inflammation","Timepoint",3,7.58702930298387,2.52900976766129,7.67806495191695,0.000725914045951268,0.030529870732579,"Significant","Tissue enhanced: cervix, endometrium 1, smooth muscle","Integrin alpha-11","Tissue_enhanced_cervix_endometrium_1_smooth_muscle"
"36","CST7","OID20704","O76096","Inflammation","Timepoint",3,18.662906657668,6.22096888588934,7.63862247084872,0.00074859069190722,0.0306090416246508,"Significant","Tissue enriched: bone marrow","Cystatin-F","Tissue_enriched_bone_marrow"
"37","GCNT1","OID21379","Q02742","Oncology","Timepoint",3,4.59362889464381,1.53120963154794,7.57643485778013,0.000785899067368604,0.0312660385720699,"Significant","Group enriched: intestine, parathyroid gland, stomach 1, thyroid gland","Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase","Group_enriched_intestine_parathyroid_gland_stomach_1_thyroid_gland"
"38","GYS1","OID20097","P13807","Cardiometabolic","Timepoint",3,30.5370452226882,10.1790150742294,7.54076187911086,0.000808195082386407,0.0313069252966524,"Significant","Group enriched: heart muscle, skeletal muscle, tongue","Glycogen [starch] synthase, muscle","Group_enriched_heart_muscle_skeletal_muscle_tongue"
"39","PCSK9","OID20235","Q8NBP7","Cardiometabolic","Timepoint",3,5.80063436254704,1.93354478751568,7.43122764780734,0.000880992360353899,0.0332518142164343,"Significant","Tissue enriched: liver","Proprotein convertase subtilisin/kexin type 9","Tissue_enriched_liver"
"40","EREG","OID20905","O14944","Neurology","Timepoint",3,2.48654564961694,0.828848549872312,7.36444288817757,0.000928799980579194,0.0341798392853144,"Significant","Tissue enriched: bone marrow","Proepiregulin","Tissue_enriched_bone_marrow"
"41","REG1B","OID20266","P48304","Cardiometabolic","Timepoint",3,70.0603328820027,23.3534442940009,7.32782255786287,0.000956187235997296,0.0343294539362932,"Significant","Tissue enriched: pancreas","Lithostathine-1-beta","Tissue_enriched_pancreas"
"42","CCL17","OID20745","Q92583","Inflammation","Timepoint",3,19.5575440585954,6.51918135286514,7.18709145159565,0.00106976015837944,0.0357883398439668,"Significant","Tissue enriched: lymphoid tissue","C-C motif chemokine 17","Tissue_enriched_lymphoid_tissue"
"43","SIGLEC10","OID20537","Q96LC7","Inflammation","Timepoint",3,12.1514161360685,4.05047204535618,7.2276598808391,0.00103560840034294,0.0357883398439668,"Significant","Tissue enhanced: lymphoid tissue","Sialic acid-binding Ig-like lectin 10","Tissue_enhanced_lymphoid_tissue"
"44","TNFRSF4","OID20653","P43489","Inflammation","Timepoint",3,23.3801409526882,7.79338031756272,7.19423054600919,0.00106366390387761,0.0357883398439668,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor receptor superfamily member 4","Tissue_enhanced_lymphoid_tissue"
"45","CCL4","OID20695","P13236","Inflammation","Timepoint",3,10.6829841548051,3.56099471826837,7.15742428955316,0.00109549728706411,0.0358349334790747,"Significant","Tissue enhanced: bone marrow","C-C motif chemokine 4","Tissue_enhanced_bone_marrow"
"46","SDC4","OID20216","P31431","Cardiometabolic","Timepoint",3,9.97371949364919,3.32457316454973,7.12341896064958,0.00112581565080146,0.0360261008256468,"Significant","Tissue enhanced: liver","Syndecan-4","Tissue_enhanced_liver"
"47","S100A12","OID21374","P80511","Oncology","Timepoint",3,4.15891920670027,1.38630640223342,7.01546116769527,0.00122816992390794,0.0384652367657976,"Significant","Tissue enriched: bone marrow","Protein S100-A12","Tissue_enriched_bone_marrow"
"48","PDGFA","OID20313","P04085","Cardiometabolic","Timepoint",3,14.3953900090188,4.79846333633961,6.94719479415434,0.0012980018287348,0.039805389414534,"Significant","Tissue enhanced: skeletal muscle","Platelet-derived growth factor subunit A","Tissue_enhanced_skeletal_muscle"
"49","KIT","OID20370","P10721","Cardiometabolic","Timepoint",3,2.31243731438172,0.77081243812724,6.90108351098342,0.00134756797465927,0.040482042014254,"Significant","Tissue enhanced: breast","Mast/stem cell growth factor receptor Kit","Tissue_enhanced_breast"
"50","FRZB","OID20968","Q92765","Neurology","Timepoint",3,14.7638295185887,4.92127650619624,6.86737035989951,0.001385087371851,0.0407769722272935,"Significant","Tissue enhanced: retina","Secreted frizzled-related protein 3","Tissue_enhanced_retina"
"51","APP","OID21070","P05067","Neurology","Timepoint",3,6.74019422805107,2.24673140935036,6.54833580129827,0.00180090128739682,0.0420782015087004,"Significant","Low tissue specificity","Amyloid-beta precursor protein","Low_tissue_specificity"
"52","C1QA","OID20654","P02745","Inflammation","Timepoint",3,5.3861587722043,1.79538625740143,6.60229743164987,0.00172209919010595,0.0420782015087004,"Significant","Tissue enhanced: lymphoid tissue","Complement C1q subcomponent subunit A","Tissue_enhanced_lymphoid_tissue"
"53","CD6","OID20649","P30203","Inflammation","Timepoint",3,3.02179663167339,1.00726554389113,6.67690063951015,0.00161917168653171,0.0420782015087004,"Significant","Tissue enhanced: intestine, lymphoid tissue","T-cell differentiation antigen CD6","Tissue_enhanced_intestine_lymphoid_tissue"
"54","CR2","OID20393","P20023","Cardiometabolic","Timepoint",3,5.01053519738575,1.67017839912858,6.63668274382002,0.00167381512660093,0.0420782015087004,"Significant","Tissue enriched: lymphoid tissue","Complement receptor type 2","Tissue_enriched_lymphoid_tissue"
"55","IGF2R","OID21146","P11717","Neurology","Timepoint",3,2.82651265839382,0.942170886131272,6.7218365128096,0.00156036712268953,0.0420782015087004,"Significant","Tissue enhanced: skeletal muscle","Cation-independent mannose-6-phosphate receptor","Tissue_enhanced_skeletal_muscle"
"56","ITGA6","OID20528","P23229","Inflammation","Timepoint",3,3.23612416058468,1.07870805352823,6.75554100527703,0.0015177614221414,0.0420782015087004,"Significant","Low tissue specificity","Integrin alpha-6","Low_tissue_specificity"
"57","MARCO","OID20210","Q9UEW3","Cardiometabolic","Timepoint",3,4.84016411117607,1.61338803705869,6.72870417364286,0.00155158304561097,0.0420782015087004,"Significant","Tissue enhanced: liver, lung, lymphoid tissue","Macrophage receptor MARCO","Tissue_enhanced_liver_lung_lymphoid_tissue"
"58","MDK","OID21489","P21741","Oncology","Timepoint",3,57.7779987029503,19.2593329009834,6.57765940212832,0.00175761142195398,0.0420782015087004,"Significant","Tissue enhanced: ovary","Midkine","Tissue_enhanced_ovary"
"59","NEFL","OID20871","P07196","Neurology","Timepoint",3,47.8766171323051,15.958872377435,6.71893438384652,0.00156409506857108,0.0420782015087004,"Significant","Tissue enriched: brain","Neurofilament light polypeptide","Tissue_enriched_brain"
"60","PROC","OID20402","P04070","Cardiometabolic","Timepoint",3,2.3341981328293,0.778066044276434,6.68286150819903,0.00161123651141255,0.0420782015087004,"Significant","Tissue enriched: liver","Vitamin K-dependent protein C","Tissue_enriched_liver"
"61","TFPI2","OID21512","P48307","Oncology","Timepoint",3,21.9004393031721,7.30014643439069,6.65113222078431,0.00165395911583585,0.0420782015087004,"Significant","Tissue enriched: placenta","Tissue factor pathway inhibitor 2","Tissue_enriched_placenta"
"62","TIMP1","OID20418","P01033","Cardiometabolic","Timepoint",3,9.47884123048387,3.15961374349462,6.55766899235375,0.00178700043001173,0.0420782015087004,"Significant","Tissue enhanced: urinary bladder","Metalloproteinase inhibitor 1","Tissue_enhanced_urinary_bladder"
"63","TIMP3","OID20684","P35625","Inflammation","Timepoint",3,25.957916660746,8.65263888691532,6.61068210603393,0.0017101895758383,0.0420782015087004,"Significant","Low tissue specificity","Metalloproteinase inhibitor 3","Low_tissue_specificity"
"64","CEACAM21","OID20548","Q3KPI0","Inflammation","Timepoint",3,15.8680022723589,5.28933409078629,6.46320171124552,0.00193317313970077,0.0431156191157504,"Significant","Tissue enhanced: bone marrow, lymphoid tissue","Carcinoembryonic antigen-related cell adhesion molecule 21","Tissue_enhanced_bone_marrow_lymphoid_tissue"
"65","FKBP1B","OID20618","P68106","Inflammation","Timepoint",3,3.51446530377688,1.17148843459229,6.46638662696412,0.00192804196479049,0.0431156191157504,"Significant","Tissue enhanced: brain","Peptidyl-prolyl cis-trans isomerase FKBP1B","Tissue_enhanced_brain"
"66","VEGFA","OID20650","P15692","Inflammation","Timepoint",3,19.9982544519959,6.66608481733198,6.47812480641892,0.00190925616451711,0.0431156191157504,"Significant","Low tissue specificity","Vascular endothelial growth factor A","Low_tissue_specificity"
"67","LDLR","OID20240","P01130","Cardiometabolic","Timepoint",3,13.2183675248857,4.40612250829525,6.43657149805094,0.00197665275197041,0.0434273559835888,"Significant","Tissue enhanced: adrenal gland","Low-density lipoprotein receptor","Tissue_enhanced_adrenal_gland"
"68","APLP1","OID20164","P51693","Cardiometabolic","Timepoint",3,4.94761736754704,1.64920578918235,6.33620609437369,0.00215016116894842,0.0438452261803535,"Significant","Tissue enriched: brain","Amyloid beta precursor like protein 1","Tissue_enriched_brain"
"69","CD5","OID21449","P06127","Oncology","Timepoint",3,7.09231407589382,2.36410469196461,6.32288401590684,0.00217438961356373,0.0438452261803535,"Significant","Tissue enhanced: lymphoid tissue","T-cell surface glycoprotein CD5","Tissue_enhanced_lymphoid_tissue"
"70","FGF2","OID20503","P09038","Inflammation","Timepoint",3,3.00600288026882,1.00200096008961,6.34949484173318,0.00212628075943356,0.0438452261803535,"Significant","Low tissue specificity","Fibroblast growth factor 2","Low_tissue_specificity"
"71","ICAM1","OID20411","P05362","Cardiometabolic","Timepoint",3,3.98413428131048,1.32804476043683,6.34975035584228,0.00212582437918153,0.0438452261803535,"Significant","Tissue enhanced: lung, urinary bladder","Intercellular adhesion molecule 1","Tissue_enhanced_lung_urinary_bladder"
"72","NRP2","OID21081","O60462","Neurology","Timepoint",3,3.59826776234543,1.19942258744848,6.36860710972747,0.00209243129116184,0.0438452261803535,"Significant","Low tissue specificity","Neuropilin-2","Low_tissue_specificity"
"73","PECAM1","OID21131","P16284","Neurology","Timepoint",3,4.8388760860887,1.6129586953629,6.38354704815653,0.00206637279419589,0.0438452261803535,"Significant","Tissue enhanced: placenta","Platelet endothelial cell adhesion molecule","Tissue_enhanced_placenta"
"74","GP6","OID21091","Q9HCN6","Neurology","Timepoint",3,28.0702014311492,9.35673381038306,6.30320393378957,0.00221071689839824,0.0439753415465164,"Significant","Tissue enhanced: testis","Platelet glycoprotein VI","Tissue_enhanced_testis"
"75","CCL21","OID20686","O00585","Inflammation","Timepoint",3,12.726252421371,4.24208414045699,6.2712905665582,0.00227101213675089,0.0445402397840398,"Significant","Tissue enriched: lymphoid tissue","C-C motif chemokine 21","Tissue_enriched_lymphoid_tissue"
"76","CD276","OID20680","Q5ZPR3","Inflammation","Timepoint",3,6.4056436928293,2.13521456427643,6.21068751288241,0.00239040689058366,0.0445402397840398,"Significant","Low tissue specificity","CD276 antigen","Low_tissue_specificity"
"77","FCGR2A","OID20391","P12318","Cardiometabolic","Timepoint",3,7.50067314942204,2.50022438314068,6.24371188028584,0.00232453487360463,0.0445402397840398,"Significant","Tissue enhanced: lymphoid tissue, placenta","Low affinity immunoglobulin gamma Fc region receptor II-a","Tissue_enhanced_lymphoid_tissue_placenta"
"78","IDUA","OID21468","P35475","Oncology","Timepoint",3,6.71179491110887,2.23726497036962,6.21337394282486,0.00238497453674452,0.0445402397840398,"Significant","Low tissue specificity","Alpha-L-iduronidase","Low_tissue_specificity"
"79","TIA1","OID20068","P31483","Cardiometabolic","Timepoint",3,7.81144652213709,2.60381550737903,6.21723077813798,0.00237719852008727,0.0445402397840398,"Significant","Low tissue specificity","Cytotoxic granule associated RNA binding protein TIA1","Low_tissue_specificity"
"80","SLAMF6","OID21254","Q96DU3","Oncology","Timepoint",3,3.85598882766801,1.28532960922267,6.12020464931604,0.00258132807981274,0.0474964366685545,"Significant","Tissue enriched: lymphoid tissue","SLAM family member 6","Tissue_enriched_lymphoid_tissue"
"81","KLRD1","OID20632","Q13241","Inflammation","Timepoint",3,6.83479825329301,2.278266084431,6.10552264547234,0.00261381534817045,0.0475004468210729,"Significant","Tissue enhanced: lymphoid tissue","Natural killer cells antigen CD94","Tissue_enhanced_lymphoid_tissue"
"82","CTSF","OID21500","Q9UBX1","Oncology","Timepoint",3,5.53246767381048,1.84415589127016,6.09031051233288,0.00264793721343198,0.0475337021728277,"Significant","Low tissue specificity","Cathepsin F","Low_tissue_specificity"
"83","ADA2","OID20394","Q9NZK5","Cardiometabolic","Timepoint",3,6.32413556625,2.10804518875,6.03782297120029,0.00276937461756369,0.0491146920126958,"Significant","Tissue enhanced: lymphoid tissue","Adenosine deaminase 2","Tissue_enhanced_lymphoid_tissue"
