"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"40","IFNG","OID20495","P01579","Inflammation","Timepoint",3,68.7213028669102,22.9071009556367,8.10552450601423,0.000269412511779638,0.00991438043349069,"Significant","Group enriched: bone marrow, lymphoid tissue","Interferon gamma","Group_enriched_bone_marrow_lymphoid_tissue"
"41","CXCL10","OID20697","P02778","Inflammation","Timepoint",3,24.0007451840693,8.00024839468976,8.06967910737302,0.000278067289744956,0.00996915339610953,"Significant","Tissue enhanced: lymphoid tissue","C-X-C motif chemokine 10","Tissue_enhanced_lymphoid_tissue"
"42","EREG","OID20905","O14944","Neurology","Timepoint",3,5.64070461978896,1.88023487326299,8.04400240201612,0.000284445952878125,0.00996915339610953,"Significant","Tissue enriched: bone marrow","Proepiregulin","Tissue_enriched_bone_marrow"
"43","CCL17","OID20745","Q92583","Inflammation","Timepoint",3,16.2539126043128,5.41797086810426,8.01308583566549,0.00029233069216925,0.0100072274156543,"Significant","Tissue enriched: lymphoid tissue","C-C motif chemokine 17","Tissue_enriched_lymphoid_tissue"
"44","CD160","OID20647","O95971","Inflammation","Timepoint",3,6.63071994281927,2.21023998093976,7.96074992701882,0.000306205337080788,0.0100163168040649,"Significant","Tissue enhanced: lymphoid tissue","CD160 antigen","Tissue_enhanced_lymphoid_tissue"
"45","RBP5","OID21369","P82980","Oncology","Timepoint",3,19.9850012163907,6.66166707213023,7.96452561119653,0.000305181609326404,0.0100163168040649,"Significant","Tissue enhanced: kidney, liver","Retinol-binding protein 5","Tissue_enhanced_kidney_liver"
"46","CTSF","OID21500","Q9UBX1","Oncology","Timepoint",3,4.65036389556277,1.55012129852092,7.89314981094343,0.000325157163666236,0.0104050292373195,"Significant","Low tissue specificity","Cathepsin F","Low_tissue_specificity"
"47","TREM2","OID20731","Q9NZC2","Inflammation","Timepoint",3,10.6340344550649,3.54467815168831,7.77694965459744,0.00036066679483194,0.0112957770636727,"Significant","Tissue enhanced: brain, choroid plexus, lung","Triggering receptor expressed on myeloid cells 2","Tissue_enhanced_brain_choroid_plexus_lung"
"48","RELT","OID21142","Q969Z4","Neurology","Timepoint",3,11.4819822862392,3.8273274287464,7.73222215034368,0.000375399848420803,0.011512262018238,"Significant","Tissue enriched: bone marrow","Tumor necrosis factor receptor superfamily member 19L","Tissue_enriched_bone_marrow"
"49","FEN1","OID21192","P39748","Oncology","Timepoint",3,13.160134080974,4.38671136032468,7.55651728581705,0.000439677738543116,0.012885167068296,"Significant","Tissue enhanced: lymphoid tissue","Flap endonuclease 1","Tissue_enhanced_lymphoid_tissue"
"50","MDK","OID21489","P21741","Oncology","Timepoint",3,21.5569261361526,7.1856420453842,7.53964901078665,0.000446429022067319,0.012885167068296,"Significant","Tissue enhanced: ovary","Midkine","Tissue_enhanced_ovary"
"51","TNFRSF19","OID21446","Q9NS68","Oncology","Timepoint",3,9.14767815084958,3.04922605028319,7.55568150163485,0.000440009713749388,0.012885167068296,"Significant","Tissue enhanced: salivary gland, skin 1","Tumor necrosis factor receptor superfamily member 19","Tissue_enhanced_salivary_gland_skin_1"
"52","COL6A3","OID20292","P12111","Cardiometabolic","Timepoint",3,15.7669797933983,5.25565993113276,7.47650116958985,0.000472684581773088,0.0133806096994228,"Significant","Tissue enhanced: smooth muscle","Collagen alpha-3(VI) chain","Tissue_enhanced_smooth_muscle"
"53","TNFRSF10C","OID20265","O14798","Cardiometabolic","Timepoint",3,4.15841258952381,1.38613752984127,7.43703212300761,0.000489913582717241,0.0136066564860336,"Significant","Tissue enhanced: bone marrow, lymphoid tissue","Tumor necrosis factor receptor superfamily member 10C","Tissue_enhanced_bone_marrow_lymphoid_tissue"
"54","PTGDS","OID20408","P41222","Cardiometabolic","Timepoint",3,4.1282880857197,1.37609602857323,7.33261973398557,0.000538744717307909,0.0146857819236526,"Significant","Tissue enhanced: brain, heart muscle, testis","Prostaglandin-H2 D-isomerase","Tissue_enhanced_brain_heart_muscle_testis"
"55","SMOC1","OID21461","Q9H4F8","Oncology","Timepoint",3,16.9016093723431,5.63386979078102,7.30923203036913,0.000550366805651964,0.0147298170530853,"Significant","Tissue enhanced: brain, liver","SPARC-related modular calcium-binding protein 1","Tissue_enhanced_brain_liver"
"56","CLEC7A","OID20636","Q9BXN2","Inflammation","Timepoint",3,12.0436417093128,4.01454723643759,7.27690801537455,0.00056686434581931,0.0149004342329647,"Significant","Group enriched: bone marrow, lung, lymphoid tissue","C-type lectin domain family 7 member A","Group_enriched_bone_marrow_lung_lymphoid_tissue"
"57","SCARF1","OID20297","Q14162","Cardiometabolic","Timepoint",3,8.32147842264611,2.77382614088204,7.21296319263858,0.000601047399386668,0.0155217854718803,"Significant","Tissue enhanced: lymphoid tissue","Scavenger receptor class F member 1","Tissue_enhanced_lymphoid_tissue"
"58","CSF3","OID20491","P09919","Inflammation","Timepoint",3,8.72692720790585,2.90897573596862,7.11155347866659,0.000659762050161422,0.0167443058247864,"Significant","Tissue enhanced: lung, urinary bladder","Granulocyte colony-stimulating factor","Tissue_enhanced_lung_urinary_bladder"
"59","CD300LG","OID21130","Q6UXG3","Neurology","Timepoint",3,2.49371441954546,0.831238139848486,7.06834295837614,0.000686580348039801,0.0171295978358405,"Significant","Tissue enhanced: adipose tissue, breast, placenta","CMRF35-like molecule 9","Tissue_enhanced_adipose_tissue_breast_placenta"
"60","GUCA2A","OID21101","Q02747","Neurology","Timepoint",3,6.95982332649351,2.31994110883117,6.89812477954498,0.000803869651137028,0.0197216021078951,"Significant","Tissue enriched: intestine","Guanylin","Tissue_enriched_intestine"
"61","CCL14","OID20401","Q16627","Cardiometabolic","Timepoint",3,7.85961182995671,2.61987060998557,6.86499021870161,0.000829048658323187,0.0200058954926513,"Significant","Tissue enhanced: lymphoid tissue","C-C motif chemokine 14","Tissue_enhanced_lymphoid_tissue"
"62","CPM","OID21054","P14384","Neurology","Timepoint",3,4.98976665067641,1.66325555022547,6.8266537053356,0.000859215960998733,0.0203994499127441,"Significant","Tissue enhanced: adipose tissue","Carboxypeptidase M","Tissue_enhanced_adipose_tissue"
"63","SLAMF8","OID21214","Q9P0V8","Oncology","Timepoint",3,3.4803247304816,1.16010824349387,6.78572732559298,0.000892694881183979,0.0205319822672315,"Significant","Tissue enhanced: lymphoid tissue","SLAM family member 8","Tissue_enhanced_lymphoid_tissue"
"64","SPON1","OID20759","Q9HCB6","Inflammation","Timepoint",3,5.5109459924026,1.83698199746753,6.79237015137019,0.000887169216541446,0.0205319822672315,"Significant","Tissue enhanced: gallbladder","Spondin-1","Tissue_enhanced_gallbladder"
"65","COLEC12","OID20738","Q5KU26","Inflammation","Timepoint",3,8.95286618915585,2.98428872971862,6.73694415262598,0.000934395900911997,0.0208398600930676,"Significant","Tissue enhanced: cervix","Collectin-12","Tissue_enhanced_cervix"
"66","PI3","OID20326","P19957","Cardiometabolic","Timepoint",3,13.3321967781007,4.44406559270022,6.73920858181259,0.000932415701030644,0.0208398600930676,"Significant","Group enriched: esophagus, lymphoid tissue, vagina","Elafin","Group_enriched_esophagus_lymphoid_tissue_vagina"
"67","CD84","OID20607","Q9UIB8","Inflammation","Timepoint",3,5.39147039329546,1.79715679776515,6.69848197244972,0.000968712293352632,0.0212827536688817,"Significant","Tissue enhanced: lymphoid tissue","SLAM family member 5","Tissue_enhanced_lymphoid_tissue"
"68","FAP","OID20330","Q12884","Cardiometabolic","Timepoint",3,1.01960739734307,0.339869132447691,6.65802831730419,0.00100623466806433,0.021729517362967,"Significant","Tissue enhanced: endometrium 1, smooth muscle","Prolyl endopeptidase FAP","Tissue_enhanced_endometrium_1_smooth_muscle"
"69","HSPG2","OID20383","P98160","Cardiometabolic","Timepoint",3,7.97820139827382,2.65940046609127,6.64507275451699,0.00101857112638908,0.021729517362967,"Significant","Low tissue specificity","Basement membrane-specific heparan sulfate proteoglycan core protein","Low_tissue_specificity"
"70","COL1A1","OID20335","P02452","Cardiometabolic","Timepoint",3,1.22535128738095,0.408450429126984,6.59354046451272,0.00106923247490325,0.0218598639313552,"Significant","Tissue enhanced: cervix, gallbladder","Collagen alpha-1(I) chain","Tissue_enhanced_cervix_gallbladder"
"71","ITGAV","OID21416","P06756","Oncology","Timepoint",3,2.09293837084957,0.697646123616522,6.61204543061247,0.00105074289386803,0.0218598639313552,"Significant","Low tissue specificity","Integrin alpha-V","Low_tissue_specificity"
"72","SORCS2","OID21262","Q96PQ0","Oncology","Timepoint",3,3.00860802900433,1.00286934300144,6.59695246766255,0.00106579783555832,0.0218598639313552,"Significant","Tissue enhanced: brain","VPS10 domain-containing receptor SorCS2","Tissue_enhanced_brain"
"73","CALB1","OID21306","P05937","Oncology","Timepoint",3,32.8540342640693,10.9513447546898,6.56133985636171,0.0011022239508507,0.022225666515784,"Significant","Tissue enriched: kidney","Calbindin","Tissue_enriched_kidney"
"74","CCL3","OID20610","P10147","Inflammation","Timepoint",3,11.2921293441829,3.76404311472764,6.48612641430804,0.00118351080869449,0.0224650586585362,"Significant","Tissue enhanced: bone marrow, lung, lymphoid tissue","C-C motif chemokine 3","Tissue_enhanced_bone_marrow_lung_lymphoid_tissue"
"75","KLRB1","OID20629","Q12918","Inflammation","Timepoint",3,2.91560906781926,0.971869689273088,6.48509279141088,0.00118467068982972,0.0224650586585362,"Significant","Tissue enhanced: bone marrow, lymphoid tissue","Killer cell lectin-like receptor subfamily B member 1","Tissue_enhanced_bone_marrow_lymphoid_tissue"
"76","PRSS8","OID20763","Q16651","Inflammation","Timepoint",3,9.68476555942101,3.22825518647367,6.50688510308913,0.00116046668979816,0.0224650586585362,"Significant","Tissue enhanced: salivary gland","Prostasin","Tissue_enhanced_salivary_gland"
"77","RSPO1","OID20938","Q2MKA7","Neurology","Timepoint",3,7.1380957204329,2.3793652401443,6.47999917590709,0.00119040392348222,0.0224650586585362,"Significant","Tissue enhanced: cervix, endometrium 1","R-spondin-1","Tissue_enhanced_cervix_endometrium_1"
"78","TNFRSF12A","OID21482","Q9NP84","Oncology","Timepoint",3,14.3623729947673,4.78745766492244,6.49309949824347,0.00117571698900844,0.0224650586585362,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 12A","Low_tissue_specificity"
"79","AKT3","OID21197","Q9Y243","Oncology","Timepoint",3,2.33972927002706,0.779909756675686,6.45453806690828,0.00121950143202315,0.0227228621257985,"Significant","Tissue enhanced: brain","RAC-gamma serine/threonine-protein kinase","Tissue_enhanced_brain"
"80","GPC1","OID21438","P35052","Oncology","Timepoint",3,5.22623780132576,1.74207926710859,6.42121536744054,0.00125871395816509,0.0228744067459137,"Significant","Tissue enhanced: skin 1","Glypican-1","Tissue_enhanced_skin_1"
"81","HYAL1","OID20357","Q12794","Cardiometabolic","Timepoint",3,1.56570179601732,0.52190059867244,6.43062446336653,0.00124750968864764,0.0228744067459137,"Significant","Tissue enhanced: liver, lymphoid tissue","Hyaluronidase-1","Tissue_enhanced_liver_lymphoid_tissue"
"82","SCARB2","OID20943","Q14108","Neurology","Timepoint",3,7.66047834613095,2.55349278204365,6.39870377990475,0.00128595070129865,0.0230843833208733,"Significant","Low tissue specificity","Lysosome membrane protein 2","Low_tissue_specificity"
"83","CCL13","OID20655","Q99616","Inflammation","Timepoint",3,11.3867699726407,3.79558999088023,6.37542793490857,0.00131476241706574,0.0233172322641056,"Significant","Tissue enhanced: intestine, urinary bladder","C-C motif chemokine 13","Tissue_enhanced_intestine_urinary_bladder"
"84","IGF1R","OID21274","P08069","Oncology","Timepoint",3,2.87537009209957,0.958456697366523,6.32985201071917,0.00137315463080612,0.0240629001969834,"Significant","Low tissue specificity","Insulin-like growth factor 1 receptor","Low_tissue_specificity"
"85","FABP4","OID20245","P15090","Cardiometabolic","Timepoint",3,9.55333373103896,3.18444457701299,6.30465920723433,0.00140659221668096,0.0241483199664502,"Significant","Group enriched: adipose tissue, breast","Fatty acid-binding protein, adipocyte","Group_enriched_adipose_tissue_breast"
"86","MIA","OID21531","Q16674","Oncology","Timepoint",3,3.57007765418291,1.19002588472764,6.30150429758532,0.00141083934586597,0.0241483199664502,"Significant","Group enriched: breast, pituitary gland, salivary gland, stomach 1","Melanoma-derived growth regulatory protein","Group_enriched_breast_pituitary_gland_salivary_gland_stomach_1"
"87","GGT1","OID21075","P19440","Neurology","Timepoint",3,12.8694173927056,4.28980579756855,6.28056919493826,0.00143936471417282,0.0243533891869241,"Significant","Tissue enhanced: kidney, liver","Glutathione hydrolase 1 proenzyme","Tissue_enhanced_kidney_liver"
"88","HGF","OID20656","P14210","Inflammation","Timepoint",3,14.8347897795725,4.94492992652417,6.25402811748591,0.00147639984584319,0.0246961428759224,"Significant","Tissue enriched: placenta","Hepatocyte growth factor","Tissue_enriched_placenta"
"89","NRP1","OID20390","O14786","Cardiometabolic","Timepoint",3,2.66372046935065,0.887906823116884,6.2243651380784,0.00151897551136209,0.0251228309294944,"Significant","Low tissue specificity","Neuropilin-1","Low_tissue_specificity"
"90","IL10RB","OID20696","Q08334","Inflammation","Timepoint",3,3.02052680024351,1.00684226674784,6.18023064367746,0.00158471864244101,0.0256341301282765,"Significant","Low tissue specificity","Interleukin-10 receptor subunit beta","Low_tissue_specificity"
"91","IL17RB","OID20585","Q9NRM6","Inflammation","Timepoint",3,6.3944998424026,2.13149994746753,6.18728958272648,0.00157400649699344,0.0256341301282765,"Significant","Tissue enhanced: brain, kidney, liver","Interleukin-17 receptor B","Tissue_enhanced_brain_kidney_liver"
"92","CD27","OID21527","P26842","Oncology","Timepoint",3,12.2610391596591,4.0870130532197,6.16569289442284,0.00160702143697996,0.0257123429916793,"Significant","Tissue enriched: lymphoid tissue","CD27 antigen","Tissue_enriched_lymphoid_tissue"
"93","VTCN1","OID21164","Q7Z7D3","Oncology","Timepoint",3,1.69480581385823,0.564935271286075,6.12860558927556,0.00166542057269542,0.0263602051936307,"Significant","Tissue enhanced: breast, fallopian tube, pancreas","V-set domain-containing T-cell activation inhibitor 1","Tissue_enhanced_breast_fallopian_tube_pancreas"
"94","CXADR","OID20561","P78310","Inflammation","Timepoint",3,10.6064072743344,3.53546909144481,6.03291334648338,0.00182660488111261,0.0282808926424358,"Significant","Low tissue specificity","Coxsackievirus and adenovirus receptor","Low_tissue_specificity"
"95","DSC2","OID21079","Q02487","Neurology","Timepoint",3,5.45970857310065,1.81990285770022,6.02289176777274,0.00184440604189798,0.0282808926424358,"Significant","Tissue enhanced: esophagus, vagina","Desmocollin-2","Tissue_enhanced_esophagus_vagina"
"96","TGFA","OID20600","P01135","Inflammation","Timepoint",3,9.90706582472403,3.30235527490801,6.04279011656419,0.0018092369423963,0.0282808926424358,"Significant","Tissue enhanced: brain","Protransforming growth factor alpha","Tissue_enhanced_brain"
"97","PLAUR","OID20764","Q03405","Inflammation","Timepoint",3,7.38551463844156,2.46183821281385,5.99780079456063,0.0018897763238039,0.0286645991157017,"Significant","Tissue enriched: bone marrow","Urokinase plasminogen activator surface receptor","Tissue_enriched_bone_marrow"
"98","TFPI","OID20388","P10646","Cardiometabolic","Timepoint",3,3.1967390191829,1.06557967306097,5.98769604631223,0.00190837684330079,0.0286645991157017,"Significant","Tissue enhanced: liver, placenta","Tissue factor pathway inhibitor","Tissue_enhanced_liver_placenta"
"99","CD99L2","OID21122","Q8TCZ2","Neurology","Timepoint",3,4.04441378439394,1.34813792813131,5.95562026297015,0.00196870192753056,0.029105879378886,"Significant","Tissue enhanced: skeletal muscle","CD99 antigen-like protein 2","Tissue_enhanced_skeletal_muscle"
"100","OGN","OID21123","P20774","Neurology","Timepoint",3,8.81245892145563,2.93748630715188,5.95113168337071,0.00197730158823954,0.029105879378886,"Significant","Tissue enhanced: cervix","Mimecan","Tissue_enhanced_cervix"
"101","IGSF8","OID20167","Q969P0","Cardiometabolic","Timepoint",3,5.98497198766775,1.99499066255592,5.94006538092337,0.00199867198372794,0.0291291600004705,"Significant","Tissue enhanced: brain","Immunoglobulin superfamily member 8","Tissue_enhanced_brain"
"102","EPHA1","OID20677","P21709","Inflammation","Timepoint",3,8.48238978329004,2.82746326109668,5.89479445108385,0.00208864668596199,0.0300117640771452,"Significant","Group enriched: esophagus, parathyroid gland","Ephrin type-A receptor 1","Group_enriched_esophagus_parathyroid_gland"
"103","MSLN","OID21380","Q13421","Oncology","Timepoint",3,21.7383300981007,7.24611003270022,5.87930537081162,0.0021203963750157,0.0300117640771452,"Significant","Group enriched: fallopian tube, lung","Mesothelin","Group_enriched_fallopian_tube_lung"
"104","REG1B","OID20266","P48304","Cardiometabolic","Timepoint",3,24.6685725312121,8.22285751040405,5.88157930518859,0.00211570376435639,0.0300117640771452,"Significant","Tissue enriched: pancreas","Lithostathine-1-beta","Tissue_enriched_pancreas"
"105","ADGRE2","OID20755","Q9UHX3","Inflammation","Timepoint",3,3.50255402162338,1.16751800720779,5.86885622153983,0.00214210032319098,0.0300302064355917,"Significant","Tissue enhanced: lymphoid tissue","Adhesion G protein-coupled receptor E2","Tissue_enhanced_lymphoid_tissue"
"106","BTN2A1","OID20713","Q7KYR7","Inflammation","Timepoint",3,3.03125615281927,1.01041871760642,5.80525364964292,0.00227932562890497,0.031635034937495,"Significant","Low tissue specificity","Butyrophilin subfamily 2 member A1","Low_tissue_specificity"
"107","TIMP1","OID20418","P01033","Cardiometabolic","Timepoint",3,7.01986365506494,2.33995455168831,5.79621675643627,0.00229955756678802,0.031635034937495,"Significant","Tissue enhanced: urinary bladder","Metalloproteinase inhibitor 1","Tissue_enhanced_urinary_bladder"
