"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"11","FCRL5","OID21111","Q96RD9","Neurology","Timepoint",3,18.9881399743495,6.32937999144982,8.89025624882813,6.14431587692837e-05,0.00822221179167142,"Significant","Tissue enriched: lymphoid tissue","Fc receptor-like protein 5","Tissue_enriched_lymphoid_tissue"
"12","REG3A","OID20258","Q06141","Cardiometabolic","Timepoint",3,36.0544510057776,12.0181503352592,8.45491021028321,9.49430557673157e-05,0.010750475237653,"Significant","Group enriched: intestine, pancreas","Regenerating islet-derived protein 3-alpha","Group_enriched_intestine_pancreas"
"13","TNFSF13B","OID20272","Q9Y275","Cardiometabolic","Timepoint",3,10.2213194339903,3.40710647799678,8.50380760549816,9.0386859358295e-05,0.010750475237653,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor ligand superfamily member 13B","Tissue_enhanced_lymphoid_tissue"
"14","NADK","OID20178","O95544","Cardiometabolic","Timepoint",3,20.2663654628926,6.75545515429752,8.32739519668402,0.000107973613737102,0.0113526542443581,"Significant","Low tissue specificity","NAD kinase","Low_tissue_specificity"
"15","CA6","OID21096","P23280","Neurology","Timepoint",3,7.50694002255082,2.50231334085027,8.1343591480466,0.000131312540938855,0.0114516173438168,"Significant","Tissue enriched: salivary gland","Carbonic anhydrase 6","Tissue_enriched_salivary_gland"
"16","IFNL1","OID20795","Q8IU54","Neurology","Timepoint",3,22.8947256545129,7.63157521817098,8.15088125205756,0.000129125317828187,0.0114516173438168,"Significant","Not detected","Interferon lambda-1","Not_detected"
"17","PRSS2","OID20364","P07478","Cardiometabolic","Timepoint",3,38.7156706365035,12.9052235455012,8.1273366332572,0.000132253732910928,0.0114516173438168,"Significant","Tissue enriched: pancreas","Trypsin-2","Tissue_enriched_pancreas"
"18","AMY2A","OID20333","P04746","Cardiometabolic","Timepoint",3,10.1854251137334,3.39514170457779,7.71194237879007,0.000202362100026686,0.0145770584125977,"Significant","Tissue enriched: pancreas","Pancreatic alpha-amylase","Tissue_enriched_pancreas"
"19","C1QA","OID20654","P02745","Inflammation","Timepoint",3,7.35082870984643,2.45027623661548,7.75201784742575,0.00019417822470256,0.0145770584125977,"Significant","Tissue enhanced: lymphoid tissue","Complement C1q subcomponent subunit A","Tissue_enhanced_lymphoid_tissue"
"20","IL7R","OID21136","P16871","Neurology","Timepoint",3,5.83165124300853,1.94388374766951,7.73076848265335,0.000198474184906041,0.0145770584125977,"Significant","Tissue enhanced: lymphoid tissue","Interleukin-7 receptor subunit alpha","Tissue_enhanced_lymphoid_tissue"
"21","TNFRSF4","OID20653","P43489","Inflammation","Timepoint",3,10.8900358626495,3.6300119542165,7.68547775005896,0.000207960751810157,0.0145770584125977,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor receptor superfamily member 4","Tissue_enhanced_lymphoid_tissue"
"22","MARCO","OID20210","Q9UEW3","Cardiometabolic","Timepoint",3,3.77244151261498,1.25748050420499,7.43430620446378,0.000269756594557165,0.0180491685085521,"Significant","Tissue enhanced: liver, lung, lymphoid tissue","Macrophage receptor MARCO","Tissue_enhanced_liver_lung_lymphoid_tissue"
"23","AMY2B","OID20340","P19961","Cardiometabolic","Timepoint",3,9.90043761304597,3.30014587101532,7.3788547835556,0.000285785616518672,0.018290279457195,"Significant","Tissue enriched: pancreas","Alpha-amylase 2B","Tissue_enriched_pancreas"
"24","WFDC2","OID21505","Q14508","Oncology","Timepoint",3,30.3596272531692,10.1198757510564,7.31427647046706,0.000305696969280054,0.0187494141158433,"Significant","Tissue enhanced: cervix, salivary gland","WAP four-disulfide core domain protein 2","Tissue_enhanced_cervix_salivary_gland"
"25","SFRP1","OID20984","Q8N474","Neurology","Timepoint",3,121.410465582223,40.4701551940744,7.22896697072527,0.000334214562869706,0.0196785534617683,"Significant","Tissue enhanced: breast, choroid plexus","Secreted frizzled-related protein 1","Tissue_enhanced_breast_choroid_plexus"
"26","CXCL10","OID20697","P02778","Inflammation","Timepoint",3,26.9880487036519,8.99601623455063,6.91762561645383,0.00046375981150846,0.0262559400977097,"Significant","Tissue enhanced: lymphoid tissue","C-X-C motif chemokine 10","Tissue_enhanced_lymphoid_tissue"
"27","CCL14","OID20401","Q16627","Cardiometabolic","Timepoint",3,4.14486077724155,1.38162025908052,6.8622988332636,0.000491727043820397,0.0268082299445787,"Significant","Tissue enhanced: lymphoid tissue","C-C motif chemokine 14","Tissue_enhanced_lymphoid_tissue"
"28","PLA2G1B","OID20252","P04054","Cardiometabolic","Timepoint",3,16.9009879496734,5.63366264989114,6.82438508561836,0.000511890759045504,0.026910828475535,"Significant","Tissue enriched: pancreas","Phospholipase A2","Tissue_enriched_pancreas"
"29","FGFBP1","OID21507","Q14512","Oncology","Timepoint",3,21.3607398552651,7.1202466184217,6.67967945346349,0.000597016959472444,0.0286657699970112,"Significant","Tissue enhanced: esophagus, vagina","Fibroblast growth factor-binding protein 1","Tissue_enhanced_esophagus_vagina"
"30","LXN","OID21003","Q9BS40","Neurology","Timepoint",3,21.1106821032337,7.03689403441123,6.68386443955356,0.000594360767601833,0.0286657699970112,"Significant","Tissue enhanced: urinary bladder","Latexin","Tissue_enhanced_urinary_bladder"
"31","MMP3","OID21083","P08254","Neurology","Timepoint",3,9.98235907079265,3.32745302359755,6.63947087361639,0.000623168912978504,0.0286657699970112,"Significant","Tissue enriched: salivary gland","Stromelysin-1","Tissue_enriched_salivary_gland"
"32","SELP","OID20379","P16109","Cardiometabolic","Timepoint",3,8.34243730503424,2.78081243501141,6.65909826262857,0.000610258812513573,0.0286657699970112,"Significant","Low tissue specificity","P-selectin","Low_tissue_specificity"
"33","ADAMTS8","OID21502","Q9UP79","Oncology","Timepoint",3,3.01514677879089,1.00504892626363,6.59424045336043,0.000654001935323938,0.0291724499635405,"Significant","Tissue enhanced: lung","A disintegrin and metalloproteinase with thrombospondin motifs 8","Tissue_enhanced_lung"
"34","DAG1","OID20774","Q14118","Inflammation","Timepoint",3,5.18176989484543,1.72725663161514,6.50994593987457,0.000715727067492619,0.030101435524261,"Significant","Low tissue specificity","Dystroglycan 1","Low_tissue_specificity"
"35","PRL","OID21033","P01236","Neurology","Timepoint",3,23.5403225252393,7.84677417507976,6.52454698297216,0.000704620582732525,0.030101435524261,"Significant","Tissue enriched: pituitary gland","Prolactin","Tissue_enriched_pituitary_gland"
"36","APLP1","OID20164","P51693","Cardiometabolic","Timepoint",3,5.35423664162192,1.78474554720731,6.44625631408173,0.000766322803255805,0.0313340879553484,"Significant","Tissue enriched: brain","Amyloid beta precursor like protein 1","Tissue_enriched_brain"
"37","CPB1","OID20289","P15086","Cardiometabolic","Timepoint",3,18.7440476127787,6.24801587092622,6.34747894577458,0.000852193746929305,0.033903491769728,"Significant","Tissue enriched: pancreas","Carboxypeptidase B","Tissue_enriched_pancreas"
"38","IFNG","OID20495","P01579","Inflammation","Timepoint",3,45.9737479692038,15.3245826564013,6.27489938254627,0.000921560994051694,0.0356983627169498,"Significant","Group enriched: bone marrow, lymphoid tissue","Interferon gamma","Group_enriched_bone_marrow_lymphoid_tissue"
"39","CXCL16","OID20282","Q9H2A7","Cardiometabolic","Timepoint",3,5.90122995528879,1.96707665176293,6.23014141341412,0.000967211572292529,0.0365060367798616,"Significant","Low tissue specificity","C-X-C motif chemokine 16","Low_tissue_specificity"
"40","CD27","OID21527","P26842","Oncology","Timepoint",3,12.2975210849229,4.0991736949743,6.08899011936886,0.00112703248986013,0.0371810237956973,"Significant","Tissue enriched: lymphoid tissue","CD27 antigen","Tissue_enriched_lymphoid_tissue"
"41","CSF3","OID20491","P09919","Inflammation","Timepoint",3,4.80267322157279,1.6008910738576,6.13476772346049,0.00107241858050875,0.0371810237956973,"Significant","Tissue enhanced: lung, urinary bladder","Granulocyte colony-stimulating factor","Tissue_enhanced_lung_urinary_bladder"
"42","FAS","OID20316","P25445","Cardiometabolic","Timepoint",3,5.00896170516811,1.6696539017227,6.06093753653774,0.00116190699361554,0.0371810237956973,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 6","Low_tissue_specificity"
"43","GALNT2","OID21423","Q10471","Oncology","Timepoint",3,5.39328494461985,1.79776164820662,6.1517490620145,0.00105285865781186,0.0371810237956973,"Significant","Low tissue specificity","Polypeptide N-acetylgalactosaminyltransferase 2","Low_tissue_specificity"
"44","MTPN","OID20080","P58546","Cardiometabolic","Timepoint",3,0.64131285666957,0.21377095222319,6.06451593122765,0.00115739728347487,0.0371810237956973,"Significant","Low tissue specificity","Myotrophin","Low_tissue_specificity"
"45","NRP2","OID21081","O60462","Neurology","Timepoint",3,2.61728563469772,0.872428544899241,6.08193678922278,0.00113569840959804,0.0371810237956973,"Significant","Low tissue specificity","Neuropilin-2","Low_tissue_specificity"
"46","TIMD4","OID20375","Q96H15","Cardiometabolic","Timepoint",3,7.94683067068515,2.64894355689505,6.16674683693476,0.00103588895557924,0.0371810237956973,"Significant","Group enriched: lymphoid tissue, testis","T-cell immunoglobulin and mucin domain-containing protein 4","Group_enriched_lymphoid_tissue_testis"
"47","SPON1","OID20759","Q9HCB6","Inflammation","Timepoint",3,9.2873879511698,3.09579598372327,6.03197600194606,0.00119907817843755,0.0375541080565973,"Significant","Tissue enhanced: gallbladder","Spondin-1","Tissue_enhanced_gallbladder"
"48","PTK7","OID20880","Q13308","Neurology","Timepoint",3,20.6059359748906,6.86864532496353,5.99969320254458,0.00124195770175646,0.0380867028538648,"Significant","Low tissue specificity","Inactive tyrosine-protein kinase 7","Low_tissue_specificity"
"49","CFC1","OID21261","P0CG37","Oncology","Timepoint",3,4.36338500838796,1.45446166946265,5.96993056816467,0.0012828879522601,0.0384934561519125,"Significant","Tissue enhanced: brain, pancreas, pituitary gland","Cryptic protein","Tissue_enhanced_brain_pancreas_pituitary_gland"
"50","INHBC","OID21093","P55103","Neurology","Timepoint",3,3.95683665623803,1.31894555207934,5.9203533774449,0.00135417629016762,0.0384934561519125,"Significant","Tissue enriched: liver","Inhibin beta C chain","Tissue_enriched_liver"
"51","MMP7","OID20087","P09237","Cardiometabolic","Timepoint",3,7.92592408998559,2.64197469666186,5.91654173847684,0.00135982317927952,0.0384934561519125,"Significant","Tissue enhanced: gallbladder, salivary gland, urinary bladder","Matrilysin","Tissue_enhanced_gallbladder_salivary_gland_urinary_bladder"
"52","SPP1","OID20322","P10451","Cardiometabolic","Timepoint",3,22.3920604609376,7.46402015364586,5.91820900490165,0.00135735017241175,0.0384934561519125,"Significant","Tissue enhanced: brain, gallbladder, kidney, placenta","Osteopontin","Tissue_enhanced_brain_gallbladder_kidney_placenta"
"53","CD14","OID20378","P08571","Cardiometabolic","Timepoint",3,9.87518811790417,3.29172937263472,5.89609620382284,0.00139052920724207,0.0386199810011381,"Significant","Tissue enhanced: liver","Monocyte differentiation antigen CD14","Tissue_enhanced_liver"
"54","FOLR1","OID21529","P15328","Oncology","Timepoint",3,3.88546084198349,1.2951536139945,5.84902203124938,0.00146396955194019,0.0399067255639993,"Significant","Tissue enhanced: choroid plexus, fallopian tube, lung, salivary gland","Folate receptor alpha","Tissue_enhanced_choroid_plexus_fallopian_tube_lung_salivary_gland"
"55","PRCP","OID20337","P42785","Cardiometabolic","Timepoint",3,4.73423129276562,1.57807709758854,5.82017815268516,0.00151092953857971,0.0404379687416242,"Significant","Low tissue specificity","Lysosomal Pro-X carboxypeptidase","Low_tissue_specificity"
"56","CLPS","OID21156","P04118","Neurology","Timepoint",3,21.7782025716297,7.25940085720989,5.79417749934128,0.00155458838420227,0.0408634660990311,"Significant","Tissue enriched: pancreas","Colipase","Tissue_enriched_pancreas"
"57","HSPG2","OID20383","P98160","Cardiometabolic","Timepoint",3,7.60134603464017,2.53378201154672,5.67129789022789,0.00177917664806883,0.0459464565957424,"Significant","Low tissue specificity","Basement membrane-specific heparan sulfate proteoglycan core protein","Low_tissue_specificity"
"58","REG1B","OID20266","P48304","Cardiometabolic","Timepoint",3,34.8239353569817,11.6079784523272,5.64557060144202,0.00183028005485517,0.0464512455301175,"Significant","Tissue enriched: pancreas","Lithostathine-1-beta","Tissue_enriched_pancreas"
"59","IL17C","OID20477","Q9P0M4","Inflammation","Timepoint",3,12.6172199302132,4.20573997673773,5.60415147245278,0.00191574655612082,0.0473766992595368,"Significant","Tissue enhanced: endometrium 1, urinary bladder","Interleukin-17C","Tissue_enhanced_endometrium_1_urinary_bladder"
"60","TNF","OID21237","P01375","Oncology","Timepoint",3,2.46192296552601,0.820640988508671,5.59690530031142,0.00193111545894851,0.0473766992595368,"Significant","Tissue enhanced: bone marrow, lymphoid tissue","Tumor necrosis factor","Tissue_enhanced_bone_marrow_lymphoid_tissue"
"61","IL1R2","OID20757","P27930","Inflammation","Timepoint",3,3.97502283796752,1.32500761265584,5.55774889138105,0.00201638664782494,0.0486577236983329,"Significant","Tissue enhanced: lymphoid tissue","Interleukin-1 receptor type 2","Tissue_enhanced_lymphoid_tissue"
